season,episode_general,episode_season,pitch,Sequence,Badidea,OpenInvestment,OpenEquity,OpenValue,Offer,OfSharksWhoBid,OfSharksWhoWon,SharksBidding,SharksWinning,RefusedSharks,RefusedInvestment,RefusedEquity,InvestOffered,EquityOffered,ValueOffered,offertoopen,AcceptedInvestment,AcceptedEquity,AcceptedValue,Finaltoopen,Accepted,Offeredandrejected,Licensing,Business,Duration,CurrentSales,CumulativeSales,ProjectedSales,PatentStatus,BulkOrders,TeamSize,Education,PastExperience,TimeDevoted,Endorsement,MoreThan1SharkBid,PatentStatus_v2,female,mixed_team,OpenInvestment_mio,OpenValue_mio,RefusedInvestment_mio,InvestOffered_mio,CurrentSales_mio,CumulativeSales_mio,ProjectedSales_mio,ValueOffered_mio,AcceptedInvestment_mio,AcceptedValue_mio,equity_diff,patent1,patent2,patent3,best_offertoopen,best_accepted_equity,best_accepted_value,best_accepted_value_mio,best_accepted_invest
4,58,20,239,4,0,100000,0.4,250000,1,2,1,"Lori, Mark",Mark,Lori,150000,1,250000,1,250000,1,250000,1,250000,1,1,0,0,cool gift wraps,,,,,Patent obtained,,1,0,0,0,0,1,1,0,0,0.1,0.25,0.15000001,0.25,,,,0.25,0.25,0.25,0.60000002,0,0,1,1,1,250000,0.25,0.25
4,59,21,240,1,0,100000,0.1,1000000,1,2,1,"Kevin O, Robert",Kevin O,Robert,100000,0.25,100000,0.33,303030,0.30303,100000,0.33,303030.303,0.303030303,1,0,1,Liddup cooler,,,,,Patent obtained,,2,0,0,0,0,1,1,0,0,0.1,1,0.1,0.1,,,,0.30303001,0.1,0.30303031,0.23,0,0,1,0.30303031,0.33000001,303030.31,0.30303031,0.1
4,59,21,241,2,0,300000,0.2,1500000,0,0,0,,,,,,,,,,,,,,0,0,0,Echo valley Meats,120,1250000,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.30000001,1.5,,,1.25,,,,,,,1,0,0,,,,,
4,59,21,242,3,0,100000,0.15,666666.6667,1,1,0,Daymond,,Daymond,100000,0.5,100000,0.5,200000,0.3,,,,,0,1,0,Root suit,60,525000,,,No patent effort,,1,2,0,0,1,0,0,0,0,0.1,0.66666669,0.1,0.1,0.52499998,,,0.2,,,,1,0,0,0.30000001,0.5,200000,0.2,0.1
4,59,21,243,4,0,300000,0.1,3000000,1,1,1,Daymond,Daymond,,,,300000,0.4,750000,0.25,300000,0.4,750000,0.25,1,0,0,Gobie H2O,17,285000,,,No patent effort,,1,0,0,1,0,0,0,0,0,0.30000001,3,,0.30000001,0.285,,,0.75,0.30000001,0.75,0.30000001,1,0,0,0.25,0.40000001,750000,0.75,0.30000001
4,60,22,244,1,0,80000,0.2,400000,1,2,1,"Kevin O, Mark",Mark,Kevin O,80000,0.5,80000,0.5,160000,0.4,80000,0.33,242424.2424,0.606060606,1,0,0,Shell Bobber: Fishing accessory,,,,,Patent filed (any kind),,2,0,0,0,0,1,0.5,0,0,0.079999998,0.40000001,0.079999998,0.079999998,,,,0.16,0.079999998,0.24242425,0.13,0,1,0,0.60606062,0.33000001,242424.25,0.24242425,0.079999998
4,60,22,245,2,0,75000,0.2,375000,1,1,1,Kevin O,Kevin O,,,,75000,0,75000,0.2,75000,,,,1,0,0,Cupcake,24,150000,,360000,No patent effort,,2,0,0,1,0,0,0,1,0,0.075000003,0.375,,0.075000003,0.15000001,,0.36000001,0.075000003,0.075000003,,,1,0,0,0.2,0,75000,0.075000003,0.075000003
4,60,22,246,3,0,2000000,0.22,9090909.091,0,0,0,,,,,,,,,,,,,,0,0,0,Tremont electric: mobile power,,218900,,,Patent obtained,,1,0,0,0,0,0,1,0,0,2,9.090909,,,0.2189,,,,,,,0,0,1,,,,,
4,60,22,247,4,0,50000,0.2,250000,1,1,1,Daymond,Daymond,,,,50000,0.375,133333,0.533332,50000,0.375,133333.3333,0.533333333,1,0,0,Mission belt,3,13000,,,No patent effort,,1,0,0,1,0,0,0,0,0,0.050000001,0.25,,0.050000001,0.013,,,0.133333,0.050000001,0.13333334,0.175,1,0,0,0.53333336,0.375,133333.33,0.13333333,0.050000001
4,61,23,248,1,0,75000,0.15,500000,1,2,1,"Kevin O, Mark",Mark,Kevin O,75000,0.25,75000,0.3,250000,0.5,75000,0.3,250000,0.5,1,0,0,MistoBox: coffee subscription service,4,9000,,,No patent effort,,2,2,0,0,0,1,0,0,1,0.075000003,0.5,0.075000003,0.075000003,0.009,,,0.25,0.075000003,0.25,0.15000001,1,0,0,0.5,0.30000001,250000,0.25,0.075000003
4,61,23,249,2,0,130000,0.4,325000,0,0,0,,,,,,,,,,,,,,0,0,0,Squirrel proof bird feeder,,196096,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.13,0.32499999,,,0.196096,,,,,,,1,0,0,,,,,
4,61,23,250,3,0,400000,0.25,1600000,0,0,0,,,,,,,,,,,,,,0,0,0,wooden kitchen products,120,800000,2900000,1000000,No patent effort,,1,0,0,0,0,0,0,0,0,0.40000001,1.6,,,0.80000001,2.9000001,1,,,,,1,0,0,,,,,
4,61,23,251,4,0,200000,0.2,1000000,1,2,2,Kevin O & Lori,Kevin O & Lori,,,,200000,0.5,400000,0.4,200000,0.5,400000,0.4,1,0,0,Frozen Gumbo brick,24,,500000,,No patent effort,,1,0,0,1,0,1,0,1,0,0.2,1,,0.2,,0.5,,0.40000001,0.2,0.40000001,0.30000001,1,0,0,0.40000001,0.5,400000,0.40000001,0.2
4,62,24,252,1,0,250000,0.3,833333.3333,0,0,0,,,,,,,,,,,,,,0,0,0,burgers,36,,815000,375000,No patent effort,,2,0,0,1,1,0,0,1,0,0.25,0.83333331,,,,0.815,0.375,,,,,1,0,0,,,,,
4,62,24,253,2,0,5000000,0.34,14705882.35,0,0,0,,,,,,,,,,,,,,0,0,0,motorbike movie,,,,,No patent effort,,2,0,0,0,1,0,0,0,0,5,14.705882,,,,,,,,,,1,0,0,,,,,
4,62,24,254,3,0,300000,0.2,1500000,1,2,2,Mark & Barbara,Mark & Barbara,,,,300000,0.32,937500,0.625,300000,0.32,937500,0.625,1,0,0,Kazam,36,611000,1900000,1500000,Patent obtained,,1,0,0,1,1,1,1,1,0,0.30000001,1.5,,0.30000001,0.611,1.9,1.5,0.9375,0.30000001,0.9375,0.12,0,0,1,0.625,0.31999999,937500,0.9375,0.30000001
4,62,24,255,4,0,300000,0.1,3000000,1,2,1,"Barbara, Mark",Barbara,Mark,300000,0.33,300000,0.33,909091,0.303030333,300000,0.33,909090.9091,0.303030303,1,0,0,pink shutter photobooth,24,135000,330000,500000,No patent effort,,2,0,0,1,0,1,0,0,0,0.30000001,3,0.30000001,0.30000001,0.13500001,0.33000001,0.5,0.909091,0.30000001,0.90909094,0.23,1,0,0,0.30303031,0.33000001,909090.94,0.90909094,0.30000001
4,63,25,256,1,0,100000,0.25,400000,0,0,0,,,,,,,,,,,,,,0,0,0,Jones scones,120,0,500000,,No patent effort,,1,3,0,0,0,0,0,0,0,0.1,0.40000001,,,0,0.5,,,,,,1,0,0,,,,,
4,63,25,257,2,0,100000,0.1,1000000,0,0,0,,,,,,,,,,,,,,0,0,0,Lugless:luggage service,10,,215000,,No patent effort,,1,0,0,0,0,0,0,0,0,0.1,1,,,,0.215,,,,,,1,0,0,,,,,
4,63,25,258,3,0,100000,0.05,2000000,1,2,1,"Daymond, Robert",Robert,Daymond,200000,0.25,300000,0.25,1200000,0.6,300000,0.25,1200000,0.6,1,0,0,Geek chic: furniture,12,2000000,,,No patent effort,,1,0,0,0,0,1,0,0,0,0.1,2,0.2,0.30000001,2,,,1.2,0.30000001,1.2,0.2,1,0,0,0.60000002,0.25,1200000,1.2,0.30000001
4,63,25,259,4,0,150000,0.25,600000,1,2,2,Mark & Lori,Mark & Lori,,,,150000,0.35,428571,0.714285,150000,0.35,428571.4286,0.714285714,1,0,0,Stella vale: jewellery,12,37000,75000,80000,No patent effort,,2,2,0,0,0,1,0,1,0,0.15000001,0.60000002,,0.15000001,0.037,0.075000003,0.079999998,0.42857099,0.15000001,0.42857143,0.1,1,0,0,0.71428573,0.34999999,428571.44,0.42857143,0.15000001
4,64,26,260,1,0,200000,0.1,2000000,0,0,0,,,,,,,,,,,,,,0,0,0,Three day rule,12,70000,,,No patent effort,,2,3,0,0,0,0,0,1,0,0.2,2,,,0.07,,,,,,,1,0,0,,,,,
4,64,26,261,2,0,25000,0.25,100000,1,1,1,Barbara,Barbara,,,,25000,0.25,100000,1,25000,0.25,100000,1,1,0,0,Ryan's barkery: dog treats,,800,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.025,0.1,,0.025,0.0008,,,0.1,0.025,0.1,0,1,0,0,1,0.25,100000,0.1,0.025
4,64,26,262,3,0,600000,0.1,6000000,1,2,2,Barbara & Mark,Barbara & Mark,,,,600000,0.3,2000000,0.333333333,600000,0.3,2000000,0.333333333,1,0,0,Tom Cheese: tomato soup and grilled cheese,12,100000,1500000,,No patent effort,,2,0,0,1,0,1,0,0,0,0.60000002,6,,0.60000002,0.1,1.5,,2,0.60000002,2,0.2,1,0,0,0.33333334,0.30000001,2000000,2,0.60000002
4,64,26,263,4,0,250000,0.15,1666666.667,1,3,1,"Mark, Kevin O, Robert",Kevin O,"Mark, Robert",,,250000,0.2,1250000,0.75,250000,0.2,1250000,0.75,1,0,0,Verbalize it: translators,1,10000,,,No patent effort,,2,3,0,0,1,1,0,0,0,0.25,1.6666666,,0.25,0.01,,,1.25,0.25,1.25,0.050000001,1,0,0,0.75,0.2,1250000,1.25,0.25
5,65,1,264,1,0,300000,0.05,6000000,1,1,1,Robert,Robert,,,,300000,0.075,4000000,0.666666667,300000,0.075,4000000,0.666666667,1,0,0,postcard on the run,21,,450000,,Patent filed (any kind),,1,0,1,0,0,0,0.5,0,0,0.30000001,6,,0.30000001,,0.44999999,,4,0.30000001,4,0.025,0,1,0,0.66666669,0.075000003,4000000,4,0.30000001
5,65,1,265,2,0,125000,0.2,625000,0,0,0,,,,,,,,,,,,,,0,0,0,pickle business,12,,144000,,No patent effort,,2,0,0,0,0,0,0,1,0,0.125,0.625,,,,0.14399999,,,,,,1,0,0,,,,,
5,65,1,266,3,1,50000,0.2,250000,0,0,0,,,,,,,,,,,,,,0,0,0,comunication for medical professionals,,,,,No patent effort,,2,3,0,0,0,0,0,0,0,0.050000001,0.25,,,,,,,,,,1,0,0,,,,,
5,65,1,267,4,0,250000,0.1,2500000,1,5,2,"Barbara & Mark, Kevin O & Lori & Robert",Barbara & Mark,"Kevin O, Lori & Kevin O",250000,0.3,250000,0.3,833333,0.3333332,250000,0.25,1000000,0.4,1,0,0,cake pops,3,700000,,,No patent effort,,2,0,1,0,0,1,0,0,0,0.25,2.5,0.25,0.25,0.69999999,,,0.83333302,0.25,1,0.15000001,1,0,0,0.40000001,0.25,1000000,1,0.25
5,66,2,268,1,0,75000,0.2,375000,0,0,0,,,,,,,,,,,,,,0,0,0,mango preserves,18,,138000,219000,No patent effort,,3,0,0,0,0,0,0,1,0,0.075000003,0.375,,,,0.138,0.219,,,,,1,0,0,,,,,
5,66,2,269,2,0,250000,0.1,2500000,1,5,5,Mark & Kevin O &Robert & Lori & Daymond,Mark & Kevin O &Robert & Lori & Daymond,,,,1000000,0.3,3333333,1.3333332,1000000,0.3,3333333.333,1.333333333,1,0,0,Breathometer,4,,140000,,No patent effort,,1,0,1,0,0,1,0,0,0,0.25,2.5,,1,,0.14,,3.333333,1,3.3333333,0.2,1,0,0,1.3333334,0.30000001,3333333.3,3.3333333,1
5,66,2,270,3,0,10000,0.1,100000,0,0,0,,,,,,,,,,,,,,0,0,0,Man medals,,,2500,,No patent effort,,1,0,0,0,1,0,0,0,0,0.01,0.1,,,,0.0025,,,,,,1,0,0,,,,,
5,66,2,271,4,0,150000,0.33,454545.4545,1,2,2,Lori & Daymond,Lori & Daymond,,,,150000,0.4,375000,0.825,150000,0.4,375000,0.825,1,0,0,Kenine appearel,12,,90000,1800000,No patent effort,,1,0,0,0,0,1,0,1,0,0.15000001,0.45454547,,0.15000001,,0.090000004,1.8,0.375,0.15000001,0.375,0.07,1,0,0,0.82499999,0.40000001,375000,0.375,0.15000001
5,67,3,272,1,0,35000,0.33,106060.6061,0,0,0,,,,,,,,,,,,,,0,0,0,Fairytale wishes: children sprays,48,5500,,,No patent effort,,1,0,0,0,0,0,0,1,0,0.035,0.10606061,,,0.0055,,,,,,,1,0,0,,,,,
5,67,3,273,2,0,200000,0.15,1333333.333,1,1,1,Robert,Robert,,,,200000,0.33,606061,0.45454575,200000,0.33,606060.6061,0.454545455,1,0,0,Freeloaders,1.5,400000,,,No patent effort,,2,0,0,0,0,0,0,0,0,0.2,1.3333334,,0.2,0.40000001,,,0.60606098,0.2,0.60606062,0.18000001,1,0,0,0.45454547,0.33000001,606060.63,0.60606062,0.2
5,67,3,274,3,0,500000,0.2,2500000,0,0,0,,,,,,,,,,,,,,0,0,0,Cooking Cap,12,,,,No patent effort,,2,0,0,0,0,0,0,1,0,0.5,2.5,,,,,,,,,,1,0,0,,,,,
5,67,3,275,4,0,300000,0.1,3000000,1,3,1,"Kevin O & Robert, Mark",Mark,Kevin & Robert,300000,0.25,300000,0.25,1200000,0.4,300000,0.15,2000000,0.666666667,1,0,0,Ramen noodle cooker,3,,164000,,Patent filed (any kind),,1,0,1,0,0,1,0.5,0,0,0.30000001,3,0.30000001,0.30000001,,0.164,,1.2,0.30000001,2,0.050000001,0,1,0,0.66666669,0.15000001,2000000,2,0.30000001
5,68,4,276,1,0,75000,0.1,750000,0,0,0,,,,,,,,,,,,,,0,0,0,Sunday night slow jams,12,,350000,,No patent effort,,1,0,0,0,1,0,0,0,0,0.075000003,0.75,,,,0.34999999,,,,,,1,0,0,,,,,
5,68,4,277,2,0,100000,0.15,666666.6667,1,2,1,"Daymond, Robert",Robert,Daymond,100000,0.3,300000,0.3,1000000,1.5,300000,0.3,1000000,1.5,1,0,1,Hamboards,12,225000,,300000,Patent filed (any kind),,3,0,1,0,0,1,0.5,0,0,0.1,0.66666669,0.1,0.30000001,0.22499999,,0.30000001,1,0.30000001,1,0.15000001,0,1,0,1.5,0.30000001,1000000,1,0.30000001
5,68,4,278,3,0,1000000,0.05,20000000,0,0,0,,,,,,,,,,,,,,0,0,0,Scan,24,,8700000,,No patent effort,,1,0,0,0,0,0,0,0,0,1,20,,,,8.6999998,,,,,,1,0,0,,,,,
5,68,4,279,4,0,30000,0.25,120000,1,2,1,"Mark, Lori",Lori,Mark,30000,0.25,30000,0.5,60000,0.5,30000,0.5,60000,0.5,1,0,0,Screenmend,,,,,Patent filed (any kind),,3,0,0,0,0,1,0.5,0,1,0.029999999,0.12,0.029999999,0.029999999,,,,0.059999999,0.029999999,0.059999999,0.25,0,1,0,0.5,0.5,60000,0.059999999,0.029999999
5,69,5,280,1,0,600000,0.07,8571428.571,1,2,1,"Barbara, Lori",Lori,Barbara,600000,0.09,600000,0.12,5000000,0.583333333,600000,0.12,5000000,0.583333333,1,0,0,RuffleButts,,3700000,,5000000,No patent effort,,2,0,0,0,0,1,0,0,1,0.60000002,8.5714283,0.60000002,0.60000002,3.7,,5,5,0.60000002,5,0.050000001,1,0,0,0.58333331,0.12,5000000,5,0.60000002
5,69,5,281,2,0,50000,0.2,250000,0,0,0,,,,,,,,,,,,,,0,0,0,Bare Ease,36,45000,,,No patent effort,,1,3,0,0,0,0,0,1,0,0.050000001,0.25,,,0.045000002,,,,,,,1,0,0,,,,,
5,69,5,282,3,0,150000,0.25,600000,0,0,0,,,,,,,,,,,,,,0,0,0,Rent a Goat,,,,200000,No patent effort,,2,2,0,0,0,0,0,0,0,0.15000001,0.60000002,,,,,0.2,,,,,1,0,0,,,,,
5,69,5,283,4,0,75000,0.15,500000,1,5,2,"Kevin O, Robert & Lori, Mark & Barbara",Mark &Barbara,Kevin O,150000,0,150000,0.2,750000,1.5,150000,0.2,750000,1.5,1,0,0,Veggie mama,,,30000,,No patent effort,,2,2,0,0,0,1,0,0,1,0.075000003,0.5,0.15000001,0.15000001,,0.029999999,,0.75,0.15000001,0.75,0.050000001,1,0,0,1.5,0.2,750000,0.75,0.15000001
5,70,6,284,1,0,90000,0.1,900000,1,3,1,"Kevin O, Robert, Lori",Lori,Kevin O,90000,,120000,0.12,1000000,1.111111111,120000,0.12,1000000,1.111111111,1,0,0,Fiber fix,5,100000,,,No patent effort,,2,0,0,0,0,1,0,0,0,0.090000004,0.89999998,0.090000004,0.12,0.1,,,1,0.12,1,0.02,1,0,0,1.1111112,0.12,1000000,1,0.12
5,70,6,285,2,0,50000,0.2,250000,0,0,0,,,,,,,,,,,,,,0,0,0,Elephant chat,,,,,No patent effort,,2,0,0,0,0,0,0,0,1,0.050000001,0.25,,,,,,,,,,1,0,0,,,,,
5,70,6,286,3,0,2000000,0.1,20000000,1,2,1,"Daymond, Mark",Mark,Daymond,2000000,0.4,2000000,0.4,5000000,0.25,2000000,0.2,10000000,0.5,1,0,0,Entertainment company,,1800000,3600000,,No patent effort,,1,0,0,1,1,1,0,1,0,2,20,2,2,1.8,3.5999999,,5,2,10,0.1,1,0,0,0.5,0.2,10000000,10,2
5,70,6,287,4,0,200000,0.2,1000000,1,1,0,Kevin O,,,,,200000,0.5,400000,0.4,200000,0.5,400000,0.4,1,0,0,Total merchant resources,12,,364000,,No patent effort,,2,0,0,0,0,0,0,0,1,0.2,1,,0.2,,0.36399999,,0.40000001,0.2,0.40000001,0.30000001,1,0,0,0.40000001,0.5,400000,0.40000001,0.2
5,71,7,288,1,0,400000,0.07,5714285.714,1,4,1,"Lori, Kevin O, J.P & Daymond",Lori,J.P. & Daymond,500000,0.2,500000,0.2,2500000,0.4375,400000,0.17,2352941.176,0.411764706,1,0,0,Better life: cleaning products,48,2100000,,,No patent effort,,2,2,0,1,0,1,0,0,0,0.40000001,5.7142859,0.5,0.5,2.0999999,,,2.5,0.40000001,2.3529413,0.1,1,0,0,0.41176471,0.17,2352941.3,2.3529413,0.40000001
5,71,7,289,2,0,300000,0.15,2000000,1,1,1,Daymond,Daymond,,,,300000,0.25,1200000,0.6,300000,0.25,1200000,0.6,1,0,0,180cups,6,385000,,,Patent obtained,,1,1,0,0,0,0,1,0,0,0.30000001,2,,0.30000001,0.38499999,,,1.2,0.30000001,1.2,0.1,0,0,1,0.60000002,0.25,1200000,1.2,0.30000001
5,71,7,290,3,1,250000,0.2,1250000,0,0,0,,,,,,,,,,,,,,0,0,0,Kymera body board,120,116000,,,Patent filed (any kind),,1,0,0,0,1,0,0.5,0,0,0.25,1.25,,,0.116,,,,,,,0,1,0,,,,,
5,71,7,291,4,0,150000,0.2,750000,1,1,1,J.P.,J.P.,,,,150000,0.2,750000,1,150000,0.2,750000,1,1,0,0,Tree T pee,,,4.5,2.95,Patent obtained,,1,1,0,0,0,0,1,0,0,0.15000001,0.75,,0.15000001,,4.50E-06,2.95E-06,0.75,0.15000001,0.75,0,0,0,1,1,0.2,750000,0.75,0.15000001
5,72,8,292,1,0,160000,0.2,800000,0,0,0,,,,,,,,,,,,,,0,0,0,Bread pudding,18,30000,190000,,No patent effort,,1,0,0,0,0,0,0,1,0,0.16,0.80000001,,,0.029999999,0.19,,,,,,1,0,0,,,,,
5,72,8,293,2,0,250000,0.2,1250000,1,2,2,Lori &Kevin O,Lori &Kevin O,,,,50000,0.3,166667,0.1333336,50000,0.3,166666.6667,0.133333333,1,0,0,Paparrazi proposals,24,,100000,,No patent effort,,1,0,0,1,0,1,0,0,0,0.25,1.25,,0.050000001,,0.1,,0.166667,0.050000001,0.16666667,0.1,1,0,0,0.13333334,0.30000001,166666.67,0.16666667,0.050000001
5,72,8,294,3,0,500000,0.125,4000000,0,0,0,,,,,,,,,,,,,,0,0,0,bellybuds',24,,340000,,Patent filed (any kind),,2,0,0,0,1,0,0.5,0,0,0.5,4,,,,0.34,,,,,,0,1,0,,,,,
5,72,8,295,4,0,200000,0.2,1000000,1,1,0,Barbara,,Barbara,200000,0.6,200000,0.6,333333,0.333333,,,,,0,1,0,color spray for pets,,,70000,200000,Patent filed (any kind),,1,0,0,0,0,0,0.5,0,0,0.2,1,0.2,0.2,,0.07,0.2,0.33333299,,,,0,1,0,0.33333299,0.60000002,333333,0.33333299,0.2
5,73,9,296,1,0,700000,0.1,7000000,1,1,0,Kevin O,,Kevin O,700000,0.05,700000,0.05,14000000,2,,,,,0,1,0,Doorbot,9,1000000,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.69999999,7,0.69999999,0.69999999,1,,,14,,,,1,0,0,2,0.050000001,14000000,14,0.69999999
5,73,9,297,2,0,150000,0.15,1000000,0,0,0,,,,,,,,,,,,,,0,0,0,Slawsa,18,500000,712000,,No patent effort,,1,2,0,0,0,0,0,1,0,0.15000001,1,,,0.5,0.71200001,,,,,,1,0,0,,,,,
5,73,9,298,3,0,500000,0.15,3333333.333,0,0,0,,,,,,,,,,,,,,0,0,0,Magic moments,,,,,No patent effort,,3,0,0,0,0,0,0,0,0,0.5,3.3333333,,,,,,,,,,1,0,0,,,,,
5,73,9,299,4,0,110000,0.1,1100000,1,1,0,Robert,,Robert,110000,0.25,110000,0.25,440000,0.4,,,,,0,1,0,Children game,4,23000,,500000,No patent effort,,2,2,0,0,0,0,0,1,0,0.11,1.1,0.11,0.11,0.023,,0.5,0.44,,,,1,0,0,0.40000001,0.25,440000,0.44,0.11
5,74,10,300,1,0,150000,0.15,1000000,1,3,2,"Kevin O & Robert, Lori",Kevin O & Robert,Lori,150000,0.2,150000,0.2,750000,0.75,150000,0.2,750000,0.75,1,0,0,Yubo:lunch box,48,,,250000,Patent obtained,,2,0,0,0,1,1,1,0,1,0.15000001,1,0.15000001,0.15000001,,,0.25,0.75,0.15000001,0.75,0.050000001,0,0,1,0.75,0.2,750000,0.75,0.15000001
5,74,10,301,2,0,55000,0.12,458333.3333,1,2,1,"Kevin O, Lori",Lori,Kevin O,55000,,55000,0.15,366667,0.800000727,55000,0.15,366666.6667,0.8,1,0,0,pursecase,3,30000,,240000,Patent filed (any kind),,2,0,0,0,0,1,0.5,1,0,0.055,0.45833334,0.055,0.055,0.029999999,,0.23999999,0.366667,0.055,0.36666667,0.029999999,0,1,0,0.80000001,0.15000001,366666.66,0.36666664,0.055
5,74,10,302,3,0,500000,0.2,2500000,1,1,0,Kevin O,,,500000,0.25,500000,0.25,2000000,0.8,,,,,0,1,0,Chocomize,36,440000,,,No patent effort,,2,0,0,0,0,0,0,0,0,0.5,2.5,0.5,0.5,0.44,,,2,,,,1,0,0,0.80000001,0.25,2000000,2,0.5
5,74,10,303,4,0,175000,0.1,1750000,1,4,1,"Robert, Kevin O, Mark, Barbara",Barbara,Mark,175000,0.1,175000,0.1,1750000,1,87500,0.1,875000,0.5,1,0,0,Lace socks,24,800000,2000000,,No patent effort,,2,0,0,0,0,1,0,0,1,0.175,1.75,0.175,0.175,0.80000001,2,,1.75,0.087499999,0.875,0,1,0,0,0.5,0.1,875000,0.875,0.087499999
5,75,11,304,1,0,450000,0.15,3000000,1,1,0,Daymond,,,450000,0.5,450000,0.5,900000,0.3,,,,,0,1,1,spirithood,36,3000000,9300000,,No patent effort,,2,0,0,0,1,0,0,0,1,0.44999999,3,0.44999999,0.44999999,3,9.3000002,,0.89999998,,,,1,0,0,0.30000001,0.5,900000,0.89999998,0.44999999
5,75,11,305,2,0,2000000,0.1,20000000,0,0,0,,,,,,,,,,,,,,0,0,0,Virtual reality games,,150000,,,No patent effort,,1,0,0,0,1,0,0,0,0,2,20,,,0.15000001,,,,,,,1,0,0,,,,,
5,75,11,306,3,0,150000,0.3,500000,0,0,0,,,,,,,,,,,,,,0,0,0,Fohawx,12,,50000,,No patent effort,,2,0,0,0,1,0,0,1,0,0.15000001,0.5,,,,0.050000001,,,,,,1,0,0,,,,,
5,75,11,307,4,0,300000,0.15,2000000,1,2,1,"Kevin O, Daymond",Daymond,Kevin O,300000,0.49,300000,0.49,612245,0.3061225,300000,0.3,1000000,0.5,1,0,1,De boned Baby back Rib steak,12,,154000,,Patent obtained,,1,0,0,1,1,1,1,0,1,0.30000001,2,0.30000001,0.30000001,,0.154,,0.61224502,0.30000001,1,0.15000001,0,0,1,0.5,0.30000001,1000000,1,0.30000001
5,76,12,308,1,0,125000,0.2,625000,1,2,0,"Kevin O, Daymond",,Kevin O,125000,0.5,125000,0.5,250000,0.4,,,,,0,1,1,Lite netics,48,118000,400000,,Patent obtained,,1,0,0,0,0,1,1,0,0,0.125,0.625,0.125,0.125,0.118,0.40000001,,0.25,,,,0,0,1,0.40000001,0.5,250000,0.25,0.125
5,76,12,309,2,0,50000,0.15,333333.3333,1,1,1,Daymond,Daymond,,,,50000,0.35,142857,0.428571,50000,0.35,142857.1429,0.428571429,1,0,0,xmas decoration for interfaith families,36,,150000,,No patent effort,,1,0,0,0,0,0,0,0,0,0.050000001,0.33333334,,0.050000001,,0.15000001,,0.142857,0.050000001,0.14285715,0.2,1,0,0,0.42857143,0.34999999,142857.14,0.14285713,0.050000001
5,76,12,310,3,0,45000,0.15,300000,0,0,0,,,,,,,,,,,,,,0,0,0,Cashmere hair suppliments,6,38000,,,No patent effort,,2,0,0,0,0,0,0,1,0,0.045000002,0.30000001,,,0.037999999,,,,,,,1,0,0,,,,,
5,76,12,311,4,0,100000,0.05,2000000,1,2,1,"Kevin O, Robert",Robert,Kevin O,100000,0,100000,0.1,1000000,0.5,100000,0.1,1000000,0.5,1,0,0,Tipsyelves,24,,1350000,,No patent effort,,2,3,0,1,1,1,0,0,0,0.1,2,0.1,0.1,,1.35,,1,0.1,1,0.050000001,1,0,0,0.5,0.1,1000000,1,0.1
5,77,13,312,1,0,30000,0.2,150000,0,0,0,,,,,,,,,,,,,,0,0,0,Bounce boot camp,16,2500,43000,,No patent effort,,1,0,0,0,1,0,0,0,0,0.029999999,0.15000001,,,0.0025,0.043000001,,,,,,1,0,0,,,,,
5,77,13,313,2,0,150000,0.1,1500000,1,4,1,"Robert, Kevin O, Daymond, Lori",Robert,Lori,300000,0.2,300000,0.2,1500000,1,150000,0,,,1,0,1,Wall DoctorRx,36,,600000,750000,Patent obtained,,1,3,0,0,0,1,1,0,0,0.15000001,1.5,0.30000001,0.30000001,,0.60000002,0.75,1.5,0.15000001,,-0.1,0,0,1,1,0,1500000,1.5,0.15000001
5,77,13,314,3,0,50000,0.1,500000,0,0,0,,,,,,,,,,,,,,0,0,0,eyebloc,,600,,,No patent effort,,1,0,0,0,0,0,0,0,0,0.050000001,0.5,,,0.0006,,,,,,,1,0,0,,,,,
5,77,13,315,4,0,150000,0.2,750000,1,4,2,"Mark & Kevin O, Robert & Lori",Mark & Kevin O,Robert & Lori,375000,0.5,375000,0.5,750000,1,150000,,,,1,0,1,groovebook,,54000,,,Patent filed (any kind),,2,0,1,0,0,1,0.5,0,1,0.15000001,0.75,0.375,0.375,0.054000001,,,0.75,0.15000001,,,0,1,0,1,0.5,750000,0.75,0.15000001
5,78,14,316,1,0,100000,0.2,500000,0,0,0,,,,,,,,,,,,,,0,0,0,Alaska glacial mud,12,,36000,,No patent effort,,1,0,1,0,0,0,0,1,0,0.1,0.5,,,,0.035999998,,,,,,1,0,0,,,,,
5,78,14,317,2,0,125000,0.1,1250000,1,2,1,"Lori, Robert",Lori,Robert,125000,0.2,125000,0.2,625000,0.5,125000,0.1,1250000,1,1,0,0,Invisiplug,1.5,10000,,,Patent obtained,,2,0,0,0,0,1,1,0,0,0.125,1.25,0.125,0.125,0.01,,,0.625,0.125,1.25,0,0,0,1,1,0.1,1250000,1.25,0.125
